dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
abalone9_18,16.4,standard,0.0005751459255103024,0.6884844901414584,0.47316742185184124,1.1616519119932995,4.1031918266677305,100.0,0.52,0.9586486486486487,0.0057332982258368765,0.9459459459459459,0.9441428571428571,0.01750765882267134,0.9071428571428571,0.016546589215286078,0.0012901092243750556,0.8273294607643038,,,
abalone9_18,16.4,stable,0.00035034309256321185,0.12961154556289703,0.17220698410729163,0.30181852967018863,1.8795224417618022,100.0,0.92,0.955945945945946,0.005987668887749341,0.9459459459459459,0.900357142857143,0.019842282125132695,0.8250000000000001,0.43322770501836205,0.025640501412333382,21.6613852509181,1.054697560265753,0.7,0.92
abalone9_18,16.4,balanced,0.0003255714850509486,0.12873876607461926,0.13611824434410943,0.26485701041872867,6.428683363019917,100.0,0.92,0.9464864864864865,0.002674981942191311,0.9459459459459459,0.8956428571428572,0.023058628172432594,0.8107142857142857,0.87126329831779,0.06390620439654808,43.5631649158895,1.090230899861484,0.7,0.58
