dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
polish_bankruptcy_2year,24.43,standard,0.00029592776163353817,0.3501063247662336,0.03662550768293014,0.38673183244916376,13.354952666045278,100.0,0.35,0.9585952848722985,0.0008535721235303936,0.9567779960707269,0.7035503578732107,0.017394231058223974,0.6305981595092025,74.13038776330417,14.736925879953315,7413.038776330417,,,
polish_bankruptcy_2year,24.43,stable,0.00034062431855038354,0.49334299624369704,0.05525959643513558,0.5486025926788326,10.846422603184719,10.0,0.39,0.9587131630648329,0.000807569930175659,0.9567779960707269,0.7073052147239264,0.01887327941380923,0.6550102249488753,73.3109739791113,4.657931370778762,7331.0973979111295,1.0810730320643012,0.9,0.58
polish_bankruptcy_2year,24.43,balanced,0.00011872536413011823,0.17323891356734084,0.024979128741749446,0.1982180423090903,34.66363157975006,1.0,0.31,0.9604420432220039,0.0005899694858061827,0.9587426326129665,0.730670501022495,0.016232741698265267,0.7038343558282207,110.75519874206279,12.814162823147045,11075.519874206278,1.0914279899671793,0.85,0.27
