dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
kr_vs_k_zero_vs_eight,53.07,standard,0.011878447776749013,0.4039456490441822,2.1940642120611185,2.5980098611053006,43.849890737117796,100.0,0.44,0.9896575342465753,0.006779427591862373,0.9794520547945206,0.9975058275058275,0.0030230495867603737,0.986013986013986,0.017457031668163835,0.004318169549210292,1.7457031668163836,,,
kr_vs_k_zero_vs_eight,53.07,stable,0.006848469893655078,0.4059961017496201,2.220903248667973,2.6268993504175935,31.186088506718324,100.0,0.37,0.9906849315068493,0.006710930802145681,0.9726027397260274,0.9982983682983684,0.0026886513284296453,0.9906759906759907,2.750802569128573,0.18435948122521084,275.0802569128573,1.0000000000000002,0.7,1.0
kr_vs_k_zero_vs_eight,53.07,balanced,0.008829532226234461,0.42477351766824023,2.352348094522706,2.7771216121909466,45.184491112645944,100.0,0.34,0.9893835616438357,0.006700684291140683,0.9726027397260274,0.9979254079254081,0.0027896383948743113,0.9906759906759907,2.7225439475430178,0.15046716589989687,272.25439475430176,1.0361498705769099,0.7,0.91
