dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
kddcup_guess_passwd_vs_satan,29.98,standard,0.0005507230882003795,0.007558837304742594,0.7530286627417363,0.7605875000464789,2.8178366733005724,0.001,0.89,0.978060606060606,0.010922686491272315,0.9696969696969697,1.0,1.1158161231197418e-17,0.9999999999999999,0.07122925166971981,0.03190620481008135,7.1229251669719815,,,
kddcup_guess_passwd_vs_satan,29.98,stable,4.8385516149422685e-08,0.00010610242465078923,0.0013405299179369034,0.0014466323425876926,2.0022179225534806,0.001,0.9,0.9696969696969694,3.3474483693592255e-16,0.9696969696969697,1.0,2.495040701686017e-17,0.9999999999999999,17.523584048718913,2.8042253537793442,1752.3584048718913,1.0000000000000002,0.7,1.0
kddcup_guess_passwd_vs_satan,29.98,balanced,4.018102182836346e-05,0.00026626521388189794,0.16751354900109297,0.16777981421497487,2.380058044400824,0.001,0.87,0.9696969696969694,3.3474483693592255e-16,0.9696969696969697,1.0,2.9521719706510656e-17,0.9999999999999999,32.636844112117544,3.7218657114758984,3263.684411211754,1.0000000000000002,0.7,1.0
