dataset,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,auc_mean,auc_std,hyp_k_std,hyp_k_mode,hyp_k_mode_frequency
yeast5,standard,0.0012739622864218064,0.24835050211536988,1.6708721363151273,1.9192226384304971,2.693197962517075,0.01,0.48,0.9731986531986533,0.0036606633170640428,0.9848148148148147,0.0009442474315186115,,,
yeast5,stable,0.0013463510628354033,0.193028490976841,1.1726585510989938,1.3656870420758347,47.94063189157258,100.0,0.42,0.9725252525252526,0.003357369575106315,0.984861111111111,0.0010209159275589286,0.0527218345349884,0.7,0.76
yeast5,balanced,0.0010327201324563916,0.17352022015893198,0.9402174991793493,1.1137377193382814,47.49154160608444,100.0,0.4,0.9721212121212122,0.003120206780226413,0.9842824074074075,0.000991481555755896,0.07751892461502154,0.7,0.46
