dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
yeast3,8.1,standard,0.004836357629740648,0.2435526159583775,0.9750863144475529,1.2186389304059304,22.26179368408939,0.01,0.58,0.920268456375839,0.013870098807305923,0.9060402684563759,0.9538627819548874,0.002416178024890176,0.9459586466165414,0.01338725583278574,0.001255690514459549,0.669362791639287,,,
yeast3,8.1,stable,0.007738799506009027,0.19605768906867027,0.6820018791554034,0.8780595682240737,37.836304918614786,0.01,0.38,0.9010738255033556,0.01354620729355697,0.8926174496644296,0.9537218045112782,0.0022411270421830846,0.9478383458646616,0.425300570075633,0.018761950738121737,21.26502850378165,1.0983678215043418,0.7,0.3
yeast3,8.1,balanced,0.008355122450877939,0.21145155780680458,0.6503693977387451,0.8618209555455497,29.46301634722891,100.0,0.4,0.9067114093959731,0.015710421484346995,0.8926174496644296,0.9541729323308271,0.002782931889703709,0.9478383458646618,0.7681989382579922,0.03954760687823488,38.40994691289961,1.1117967828900075,0.9,0.34
