dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
kddcup_land_vs_satan,75.67,standard,0.000291659359729727,0.006063276058670973,0.8020483860573603,0.8081116621160312,3.0624467133579283,0.001,0.85,1.0,0.0,1.0,1.0,0.0,1.0,0.06478860333561898,0.01935336980527136,6.478860333561897,,,
kddcup_land_vs_satan,75.67,stable,9.528593626572828e-05,0.0018294615206212704,0.09185172669779494,0.09368118821841621,4.183119802166961,0.001,0.84,0.9878260869565216,0.0017478918526247199,0.9875776397515528,1.0,0.0,1.0,15.909328429993474,1.7131512254062524,1590.9328429993475,1.0000000000000002,0.7,1.0
kddcup_land_vs_satan,75.67,balanced,9.858297060354442e-06,0.00021061067585930677,0.2092320328542488,0.2094426435301081,2.526488532343644,0.001,0.88,0.9875776397515527,1.1158161231197418e-16,0.9875776397515528,1.0,0.0,1.0,28.212753376262263,2.868388217168534,2821.2753376262262,1.0000000000000002,0.7,1.0
