dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
kddcup_land_vs_satan,75.67,standard,0.0003006388530024003,0.0045196024255525465,0.08119957040057914,0.08571917282613169,3.162277660168379,0.001,0.9,1.0,0.0,1.0,1.0,0.0,1.0,1.3977086041332223,0.42013863581996597,139.77086041332223,,,
kddcup_land_vs_satan,75.67,stable,8.146744336269805e-05,0.001205070207352846,0.046063510249369485,0.04726858045672233,2.723918691938419,0.001,0.88,1.0,0.0,1.0,1.0,0.0,1.0,6.936520905827638,0.18010414306374983,693.6520905827638,1.0000000000000002,0.7,1.0
kddcup_land_vs_satan,75.67,balanced,9.088069199179473e-05,0.0012592014882770737,0.048505088296900555,0.04976428978517763,2.9688042470510703,0.001,0.87,1.0,0.0,1.0,1.0,0.0,1.0,6.937945962040685,0.14589174899820398,693.7945962040685,1.0000000000000002,0.7,1.0
