dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
glass4,15.46,standard,0.0017674194307995697,0.9543454994809785,1.829101099220418,2.7834465987013965,82.51663283523547,0.001,0.41,0.9540909090909093,0.004545454545454552,0.9090909090909091,0.5042857142857143,0.37830338010538805,0.04761904761904767,0.014661149254534394,0.0011477905579654407,1.4661149254534394,,,
glass4,15.46,stable,0.0013297250856708009,0.2655410139162296,0.7412482851203627,1.0067892990365923,198.39892165038873,0.001,0.5,0.9545454545454548,2.2316322462394835e-16,0.9545454545454546,0.62,0.32991305100522106,0.04761904761904767,0.4104798791743815,0.022774499346012472,41.04798791743815,1.0359939152942637,0.7,0.98
glass4,15.46,balanced,0.0008926015450883451,0.2628174066211797,0.6248063907829822,0.8876237974041619,210.50786919481087,100.0,0.41,0.9545454545454548,2.2316322462394835e-16,0.9545454545454546,0.1957142857142857,0.1795692819137832,0.0,0.9114838091447018,0.038746916345715976,91.14838091447018,1.0749496442619377,0.7,0.75
