dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
winequality_white_9_vs_4,32.6,standard,0.005682828281648647,0.6869824674720116,4.32567895304305,5.0126614205150615,83.21991335292876,0.001,0.64,0.9558823529411765,0.025599655287602628,0.9411764705882353,1.0,0.0,1.0,0.012532623289152979,0.0005774358649166644,1.253262328915298,,,
winequality_white_9_vs_4,32.6,stable,0.002123735411262802,0.24427827058216964,1.264391572479422,1.5086698430615915,161.73269956821582,0.001,0.67,0.9435294117647058,0.0115850815039372,0.9411764705882353,1.0,0.0,1.0,0.45763428503181786,0.021736105689134956,45.763428503181785,1.0000000000000002,0.7,1.0
winequality_white_9_vs_4,32.6,balanced,0.0015963674401903226,0.22737651645551485,1.0275939967276364,1.2549705131831512,139.2273933061842,0.001,0.61,0.9423529411764704,0.008276782008017044,0.9411764705882353,1.0,0.0,1.0,0.8315357592224609,0.05213833603994528,83.15357592224609,1.080237602822059,0.7,0.73
