dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
flare_F,23.79,standard,0.0008895587434497382,0.22521841051490862,1.317386047640722,1.5426044581556306,37.73050456678184,0.1,0.27,0.9615887850467288,0.0034880343894386507,0.9439252336448598,0.9294174757281553,0.017241243386887966,0.8762135922330098,0.08130177379236557,0.022449116037405285,8.130177379236557,,,
flare_F,23.79,stable,0.000853869316887621,0.11461131232450468,0.6225922468352023,0.737203559159707,59.11408460013417,100.0,0.64,0.9617757009345792,0.002998373404334798,0.9439252336448598,0.9284223300970873,0.016746862162345943,0.8665048543689321,3.99659623207408,0.5356344464576425,399.659623207408,1.1015366743304351,0.7,0.37
flare_F,23.79,balanced,0.0005582609023198507,0.10381381459082878,0.5537759779090603,0.657589792499889,66.0323712912598,100.0,0.69,0.962523364485981,0.000934579439252337,0.9532710280373832,0.9410436893203884,0.012601612293518808,0.9029126213592232,8.206270166187315,0.9452020938589702,820.6270166187314,1.104064819501265,0.7,0.31
