dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
page_blocks_1_3_vs_4,15.86,standard,0.003987337961812,1.855499923582181,3.8980330266435934,5.753532950225775,13.593563908785256,100.0,0.54,0.94625,0.0165346200080415,0.9166666666666666,0.9751851851851848,0.0096135005503154,0.925925925925926,0.0195863120921421,0.0016742238641529,1.958631209214218,,,
page_blocks_1_3_vs_4,15.86,stable,0.0011806044217775,0.1512498051089839,0.2909814824294167,0.4422312875384007,7.690839625038714,100.0,0.89,0.9181250000000002,0.0079758113203443,0.8958333333333334,0.9693333333333332,0.0100996133215577,0.9333333333333332,0.5594497029297054,0.0174518739936061,55.94497029297054,1.0786035677821453,0.7,0.78
page_blocks_1_3_vs_4,15.86,balanced,0.0012771275831664,0.1556391671481829,0.2438413144689293,0.3994804816171123,8.470446420611966,100.0,0.88,0.9183333333333334,0.0082060993986221,0.8958333333333334,0.9682962962962962,0.0114406791011961,0.925925925925926,1.0181432504125405,0.0509835960929807,101.81432504125404,1.0793378915705767,0.7,0.74
abalone9_18,16.4,standard,0.000788681358889,0.7361988532696964,0.4786279428864075,1.214826796156104,5.321890296556091,100.0,0.52,0.9587837837837836,0.0055585061263301,0.945945945945946,0.942785714285714,0.0206195275030886,0.8714285714285714,0.016605419133557,0.0008243990081045,1.660541913355701,,,
abalone9_18,16.4,stable,0.0002638869596504,0.1139012358765634,0.1376807373505683,0.2515819732271318,1.6559335816901293,100.0,0.95,0.9559459459459458,0.005957351382119,0.945945945945946,0.9018214285714288,0.0185159497118902,0.8250000000000001,0.5224489994894248,0.0213163906108545,52.24489994894248,1.0556938548695285,0.7,0.87
abalone9_18,16.4,balanced,0.0003074024270781,0.1253005949801745,0.1266651205680029,0.2519657155481773,7.1827352562898925,100.0,0.93,0.9464864864864864,0.0026614376427963,0.945945945945946,0.8956785714285715,0.0217584931538211,0.8035714285714285,1.0882882729719858,0.0567557976663281,108.8288272971986,1.0861868145188944,0.7,0.63
dermatology_6,16.9,standard,6.262947337972643e-07,0.0009168614374811,0.0034824686633511,0.0043993301008323,1.0000000000000009,0.001,1.0,0.9444444444444444,0.0,0.9444444444444444,1.0,0.0,1.0,0.0120415996049996,0.0003575460746116,1.2041599604999649,,,
dermatology_6,16.9,stable,1.2040823586403774e-10,5.043146996931018e-06,0.0001432383175464,0.0001482814645433,1.0000000000000009,0.001,1.0,0.9444444444444444,0.0,0.9444444444444444,1.0,0.0,1.0,1.2269032404152675,0.0439959264356116,122.69032404152676,1.0000000000000002,0.7,1.0
dermatology_6,16.9,balanced,5.322110785750057e-06,4.712599278894468e-06,0.0370413349751589,0.0370460475744378,1.0000000000000009,0.001,1.0,0.9444444444444444,0.0,0.9444444444444444,1.0,0.0,1.0,2.287945387873333,0.1220127474038341,228.7945387873333,1.0000000000000002,0.7,1.0
polish_bankruptcy_4year,18.01,standard,0.0015218765895941,1.7080810979012275,0.3822905621272752,2.0903716600285027,7.902282019804765,100.0,0.83,0.9449897959183676,0.0018803934190788,0.939795918367347,0.6894794429708222,0.0164487290968091,0.6518567639257294,1.7445481846306938,0.3750502518955419,174.4548184630694,,,
polish_bankruptcy_4year,18.01,stable,0.0001678501791939,0.0165975048856152,0.0506904805017011,0.0672879853873164,26.11496604787628,100.0,0.74,0.9463673469387756,0.0006207747726075,0.9448979591836736,0.658051226790451,0.023039228767855,0.6134988395225465,45.64219714791863,5.836763606234498,4564.219714791863,1.0428316675740206,0.7,0.85
polish_bankruptcy_4year,18.01,balanced,7.35641683723299e-06,0.0039654815982781,0.0456120564578229,0.049577538056101,29.14735118405357,100.0,0.33,0.9469387755102042,1.1158161231197418e-16,0.946938775510204,0.6789632377320954,0.022078695154579,0.6188246021220158,106.24300151628908,12.48187683043976,10624.300151628908,1.0532383320967595,0.75,0.43
zoo_3,19.2,standard,0.0105943634271665,0.5551859512732538,2.215152046879487,2.770337998152741,78.75924735195382,0.001,0.6,0.9245454545454544,0.0343204698244215,0.9090909090909092,0.9530000000000004,0.0501613558046591,0.8999999999999999,0.0113513108412735,0.0006835076689645,1.1351310841273516,,,
zoo_3,19.2,stable,0.004930155480654,0.2295992137834564,0.9139601385838853,1.1435593523673415,127.29299615072954,0.001,0.71,0.9236363636363636,0.0334957226524973,0.9090909090909092,0.9510000000000002,0.0502418393795691,0.8999999999999999,0.6605306400859263,0.0409553992366624,66.05306400859263,1.0000000000000002,0.7,1.0
zoo_3,19.2,balanced,0.0036846596600032,0.2330621475362247,0.8024456418438857,1.0355077893801103,125.05815330089804,0.001,0.68,0.9227272727272724,0.0326245710256942,0.9090909090909092,0.9750000000000004,0.0435194139889244,0.8999999999999999,1.132024202941684,0.0739572315378682,113.2024202941684,1.0854925989501747,0.7,0.72
polish_bankruptcy_3year,20.22,standard,0.0008969307914864,1.7274789249046694,0.4899539506469268,2.217432875551596,16.088143550471006,100.0,0.65,0.9477735490009516,0.0015765088878207,0.9438629876308278,0.7106163836163837,0.0128782996014581,0.6725274725274726,1.7628966062481048,0.4275247884678704,176.2896606248105,,,
polish_bankruptcy_3year,20.22,stable,9.41156241900553e-05,0.0128440006623811,0.0478074462464401,0.0606514469088212,93.05078417507411,100.0,0.41,0.9522454804947668,0.0005184172926595,0.950523311132255,0.7258537462537462,0.018334261455101,0.6426573426573426,51.67741874375497,6.142585384070165,5167.741874375497,1.04273350367227,0.7,0.91
polish_bankruptcy_3year,20.22,balanced,5.675486864833902e-07,0.0031043525868864,0.0135111105702945,0.0166154631571809,15.708028439358705,100.0,0.41,0.9524262607040912,0.0,0.9524262607040912,0.7207366633366632,0.0221575746704367,0.6440559440559439,116.01532454336991,14.82942608655642,11601.532454336992,1.0684039810632266,0.75,0.34
glass5,22.78,standard,0.0102967936117582,1.2328918089054757,3.170402001742675,4.403293810648151,14.714598490832024,10.0,0.5,0.9563636363636364,0.0127913903760263,0.9090909090909092,0.9747619047619048,0.0513029124169867,0.8095238095238095,0.0142598487541545,0.0033521621191108,1.4259848754154518,,,
glass5,22.78,stable,0.0025938214514383,0.258761128088594,0.6390684776221599,0.8978296057107539,37.48895528077554,100.0,0.73,0.9472727272727276,0.0167478613262486,0.9090909090909092,0.9423809523809524,0.0494107378294393,0.8095238095238095,0.4460138295800425,0.0186955880719406,44.60138295800425,1.0000000000000002,0.7,1.0
glass5,22.78,balanced,0.0010161706899065,0.2385407223234202,0.4912740908368526,0.7298148131602729,77.27764622127658,100.0,0.76,0.9545454545454548,2.2316322462394835e-16,0.9545454545454546,0.96,0.04914346864354,0.8095238095238095,0.9134946412791032,0.0475262606992099,91.34946412791032,1.028155274239872,0.7,0.94
lymphography_normal_fibrosis,23.67,standard,4.824843308281272e-07,0.0008285547910644,0.0013136075275859,0.0021421623186504,1.0000000000000009,0.001,1.0,0.9333333333333336,2.2316322462394835e-16,0.9333333333333332,0.9557142857142858,0.034845123658183,0.9285714285714286,0.0118856333056464,0.0004230904177395,1.188563330564648,,,
