dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
glass2,11.59,standard,0.003950864427289569,0.22278966104259768,0.2997665010231909,0.5225561620657886,12.377391141077487,1.0,0.48,0.9090909090909087,3.3474483693592255e-16,0.9090909090909091,0.9537499999999999,0.07215784815600483,0.55,0.004546993391122669,0.0005203956531119469,0.4546993391122669,,,
glass2,11.59,stable,0.0020420032320714876,0.2624288061141155,0.22282809265200135,0.4852568987661169,24.850696191181182,1.0,0.37,0.9090909090909087,3.3474483693592255e-16,0.9090909090909091,0.9572499999999999,0.05450593054564306,0.75,0.3279120358359069,0.028030213320766835,32.791203583590686,1.0522593781403826,0.7,0.91
glass2,11.59,balanced,0.001192830936030079,0.15639308642931546,0.12510239333953316,0.2814954797688486,18.804402538770276,0.1,0.31,0.9086363636363634,0.00454545454545454,0.8636363636363636,0.9505,0.031176428547376882,0.825,0.3359280262794346,0.029769791013429477,33.592802627943456,1.1001080341569454,0.7,0.59
